date,WCE,world
2056-07,2.87,2.778
2056-08,1.701,2.649
2056-09,1.919,2.291
2056-10,2.195,2.394
2056-11,2.62,2.572
2056-12,2.363,2.602
2057-01,1.466,2.522
2057-02,2.282,2.705
2057-03,2.223,2.566
2057-04,3.114,2.395
2057-05,1.953,2.419
2057-06,2.25,2.512
2057-07,1.967,2.439
2057-08,1.414,2.437
2057-09,1.786,2.21
2057-10,2.039,2.27
2057-11,3.053,2.409
2057-12,1.609,2.502
2058-01,1.872,2.307
2058-02,2.966,2.343
2058-03,3.525,2.423
2058-04,2.802,2.736
2058-05,2.795,2.593
2058-06,2.353,2.634
2058-07,2.143,2.801
2058-08,1.686,2.593
2058-09,2.176,2.433
2058-10,3.097,2.388
2058-11,2.537,2.292
2058-12,2.886,2.405
2059-01,1.942,2.421
2059-02,2.096,2.483
2059-03,2.717,2.535
2059-04,2.287,2.499
2059-05,2.854,2.451
2059-06,2.672,2.474
2059-07,1.631,2.625
2059-08,1.566,2.49
2059-09,1.206,2.263
2059-10,3.486,2.301
2059-11,3.361,2.419
2059-12,3.02,2.291
2060-01,3.307,2.372
2060-02,2.401,2.517
2060-03,2.232,2.433
2060-04,2.101,2.648
2060-05,2.773,2.601
2060-06,3.364,2.499
2060-07,2.451,2.693
2060-08,2.65,2.531
2060-09,2.638,2.31
2060-10,2.436,2.184
2060-11,2.845,2.358
2060-12,3.002,2.52
2061-01,1.853,2.595
2061-02,2.494,2.639
2061-03,1.892,2.492
2061-04,2.874,2.483
2061-05,2.124,2.376
2061-06,3.003,2.405
2061-07,2.456,2.699
2061-08,2.058,2.465
2061-09,1.823,2.23
2061-10,2.513,2.081
2061-11,2.1,2.136
2061-12,3.349,2.479
2062-01,2.287,2.37
2062-02,1.652,2.523
2062-03,3.188,2.461
2062-04,2.393,2.403
2062-05,2.444,2.6
2062-06,2.239,2.537
2062-07,1.894,2.665
2062-08,1.435,2.477
2062-09,1.704,2.278
2062-10,3.339,2.349
2062-11,2.256,2.348
2062-12,2.903,2.58
2063-01,2.167,2.304
2063-02,1.788,2.458
2063-03,2.137,2.346
2063-04,2.019,2.336
2063-05,2.841,2.34
2063-06,3.557,2.495
2063-07,3.326,2.362
2063-08,2.801,2.648
2063-09,1.843,2.287
2063-10,1.818,2.272
2063-11,2.18,2.376
2063-12,1.966,2.449
2064-01,3.335,2.434
2064-02,1.662,2.466
2064-03,2.59,2.392
2064-04,3.315,2.411
2064-05,2.786,2.635
2064-06,2.704,2.504
