date,WCE,world
1970-05,3.199,2.371
1970-06,2.72,2.329
1970-07,2.239,2.449
1970-08,3.127,2.628
1970-09,1.625,2.237
1970-10,2.11,2.166
1970-11,1.184,2.078
1970-12,1.967,2.257
1971-01,2.255,2.261
1971-02,3.111,2.394
1971-03,2.465,2.302
1971-04,1.633,2.145
1971-05,3.206,2.353
1971-06,2.106,2.344
1971-07,2.331,2.498
1971-08,1.788,2.385
1971-09,2.153,2.163
1971-10,2.161,2.182
1971-11,2.846,2.379
1971-12,1.478,2.312
1972-01,1.586,2.49
1972-02,1.777,2.572
1972-03,1.987,2.284
1972-04,2.352,2.162
1972-05,3.201,2.32
1972-06,2.328,2.238
1972-07,2.519,2.344
1972-08,2.364,2.332
1972-09,2.012,2.116
1972-10,1.336,2.178
1972-11,2.124,2.302
1972-12,2.752,2.288
1973-01,2.232,2.234
1973-02,2.816,2.308
1973-03,2.312,2.173
1973-04,2.546,2.22
1973-05,2.303,2.436
1973-06,2.541,2.392
1973-07,2.417,2.473
1973-08,2.594,2.516
1973-09,2.654,2.426
1973-10,2.853,2.351
1973-11,2.448,2.351
1973-12,2.167,2.274
1974-01,1.973,2.393
1974-02,1.327,2.618
1974-03,1.317,2.402
1974-04,1.841,2.302
1974-05,2.548,2.365
1974-06,2.155,2.344
1974-07,2.182,2.497
1974-08,2.272,2.312
1974-09,2.01,2.432
1974-10,1.774,2.213
1974-11,1.572,2.326
1974-12,2.401,2.419
1975-01,1.911,2.221
1975-02,1.914,2.425
1975-03,0.884,2.275
1975-04,1.77,2.236
1975-05,2.882,2.211
1975-06,2.015,2.32
1975-07,2.367,2.543
1975-08,1.671,2.483
1975-09,1.345,2.171
1975-10,1.739,2.172
1975-11,1.681,2.177
1975-12,2.531,2.28
1976-01,2.325,2.253
1976-02,1.399,2.253
1976-03,1.414,2.201
1976-04,2.177,2.25
1976-05,2.358,2.269
1976-06,1.839,2.358
1976-07,1.625,2.504
1976-08,1.959,2.45
1976-09,1.751,2.233
1976-10,1.512,2.148
1976-11,2.984,2.386
1976-12,2.296,2.262
1977-01,2.346,2.182
1977-02,2.676,2.352
1977-03,1.923,2.248
1977-04,2.229,2.337
1977-05,2.456,2.273
1977-06,2.534,2.288
1977-07,1.851,2.477
1977-08,2.485,2.496
1977-09,2.29,2.275
1977-10,2.452,2.289
1977-11,2.956,2.27
1977-12,2.508,2.21
1978-01,2.154,2.352
1978-02,2.284,2.378
1978-03,2.852,2.302
1978-04,2.685,2.288
1978-05,3.508,2.36
1978-06,3.748,2.362
1978-07,1.924,2.17
1978-08,2.539,2.302
1978-09,1.405,2.09
1978-10,2.207,2.095
1978-11,2.812,2.426
1978-12,2.572,2.169
1979-01,2.144,2.092
1979-02,2.366,2.197
1979-03,1.561,2.172
1979-04,2.724,2.446
1979-05,2.893,2.342
1979-06,1.652,2.322
1979-07,2.519,2.467
1979-08,1.575,2.373
1979-09,1.445,2.095
1979-10,1.593,2.149
1979-11,2.581,2.316
1979-12,2.157,2.35
1980-01,1.388,2.418
1980-02,2.561,2.258
1980-03,2.304,2.249
1980-04,2.34,2.207
1980-05,1.561,2.266
1980-06,2.685,2.258
1980-07,2.823,2.344
1980-08,2.116,2.234
1980-09,2.072,2.107
1980-10,2.065,2.152
1980-11,2.293,2.253
1980-12,1.981,2.228
1981-01,1.724,2.125
1981-02,1.686,2.347
1981-03,1,2.321
1981-04,3.002,2.317
1981-05,2.273,2.218
1981-06,2.614,2.331
1981-07,2.231,2.298
1981-08,3.3,2.32
1981-09,1.474,2.153
1981-10,2.851,2.107
1981-11,3.13,2.276
1981-12,2.502,2.156
1982-01,2.471,2.224
1982-02,2.195,2.14
1982-03,1.688,2.21
1982-04,2.841,2.268
1982-05,2.875,2.397
1982-06,2.34,2.326
1982-07,2.502,2.479
1982-08,2.235,2.537
1982-09,1.564,2.217
1982-10,2.557,2.237
1982-11,1.929,2.268
1982-12,1.31,2.26
1983-01,2.043,2.25
1983-02,1.799,2.346
1983-03,2.24,2.426
1983-04,1.817,2.359
1983-05,2.462,2.293
1983-06,2.938,2.328
1983-07,2.941,2.434
1983-08,2.434,2.41
1983-09,1.383,2.181
1983-10,2.921,2.254
1983-11,2.085,2.411
1983-12,2.283,2.395
1984-01,1.656,2.171
1984-02,1.641,2.109
1984-03,2.386,2.126
1984-04,2.614,2.35
1984-05,3.051,2.356
1984-06,3.383,2.345
1984-07,2.245,2.556
1984-08,1.936,2.535
1984-09,1.98,2.165
1984-10,2.022,2.2
1984-11,2.196,2.254
1984-12,2.896,2.282
1985-01,2.613,2.346
1985-02,2.162,2.331
1985-03,1.179,2.283
1985-04,2.272,2.18
1985-05,2.725,2.281
1985-06,2.364,2.335
1985-07,3.737,2.496
1985-08,2.796,2.421
1985-09,2.343,2.161
1985-10,2.501,2.247
1985-11,2.432,2.23
1985-12,2.566,2.086
1986-01,2.815,2.27
1986-02,1.993,2.392
1986-03,1.552,2.458
1986-04,2.274,2.27
1986-05,2.764,2.442
1986-06,2.44,2.35
1986-07,3.021,2.53
1986-08,1.98,2.729
1986-09,1.884,2.263
1986-10,1.956,2.232
1986-11,2.747,2.405
1986-12,1.79,2.349
1987-01,3.465,2.412
1987-02,1.954,2.319
1987-03,2.415,2.426
1987-04,1.943,2.352
1987-05,2.365,2.375
1987-06,2.759,2.305
1987-07,2.333,2.364
1987-08,2.335,2.411
1987-09,1.769,2.176
1987-10,1.977,2.28
1987-11,2.541,2.289
1987-12,1.774,2.35
1988-01,2.04,2.371
1988-02,2.54,2.358
1988-03,2.528,2.37
1988-04,1.778,2.171
1988-05,2.405,2.358
1988-06,2.022,2.332
